image_id,file_path,label,source,session_id,is_duplicate
9d5802587e43aace99d2a3d0c23d5ec9,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-085539_4.jpg,missing_part,old,unknown,False
9a3c2dd64862bf5c0538c972529924d8,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110913_8.jpg,missing_part,old,unknown,False
79ffda0e7a14994df45f5a2a174101fe,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110716_4.jpg,missing_part,old,unknown,False
164974489cbb6f27455fe4f7e7ab5962,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143252_9.jpg,missing_part,old,unknown,False
d26799713f5d6a047cc92a402fe45340,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143429_57.jpg,missing_part,old,unknown,False
1390aeccacbaf75412aff26321ccd334,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110422_13.jpg,missing_part,old,unknown,False
9cc873b64d953a6ab52f594250c4d825,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-085531_0.jpg,missing_part,old,unknown,False
c2b7afd3dee5cda5aa70cd5eec3da9b2,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110844_0.jpg,missing_part,old,unknown,False
f000f420335c0737a0e66ed5046d19cd,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-105857_5.jpg,missing_part,old,unknown,False
10805d5536d74e51df99243054075e0a,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143254_10.jpg,missing_part,old,unknown,False
63efcb511ab166ca21541a0e51bfcaa6,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143409_47.jpg,missing_part,old,unknown,False
ebb7ffe70cdcfaa2d428f572eecc6e32,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143357_41.jpg,missing_part,old,unknown,False
1f05d54813c37930e6db2bf53893d597,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110414_6.jpg,missing_part,old,unknown,False
d76763471a23b5294c241a37bc6578f7,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110410_2.jpg,missing_part,old,unknown,False
cfacdef98e02a61df2d3042372f1f8b0,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-163026_3.jpg,missing_part,old,unknown,False
56067627a936383deeba43073e0831b0,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110722_7.jpg,missing_part,old,unknown,False
e8a93dee83fbbd8e3a03d5c9994f25db,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-085533_1.jpg,missing_part,old,unknown,False
1699ae2253d54800e37d7ba96f9f0cb8,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224213_5.jpg,missing_part,old,unknown,False
dbace267d75ba6416717c5184045b807,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224211_3.jpg,missing_part,old,unknown,False
0c301d6fefa78c3958f067e5b86b1593,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-163024_1.jpg,missing_part,old,unknown,False
b9bad51f861b85502d3f4e032c2454c6,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-140542_6.jpg,missing_part,old,unknown,False
aa262d683011fd9a25d018fd8d818211,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-105134_9.jpg,missing_part,old,unknown,False
892cde30dbe2d5cc37e6a28a01f953a4,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143240_3.jpg,missing_part,old,unknown,False
ace1aa9d9dc08157d606e1cfa1d8ea43,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095946_21.jpg,missing_part,old,unknown,False
982f823ff8fabb88abaa9b8ce8941c30,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224059_7.jpg,missing_part,old,unknown,False
5a63f60fb12c337af613cfe5414bb0e3,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250521-151407_1.jpg,missing_part,old,unknown,False
df48af525d55fd4ae7fe60e021d3740c,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224219_0.jpg,missing_part,old,unknown,False
59c24ff749a3b9f8e143a687ff0ba47d,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110714_3.jpg,missing_part,old,unknown,False
1633b995c85712cfa6fdeec033010b76,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095106_4.jpg,missing_part,old,unknown,False
df63f17d488d1e8219aa725a18615957,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143413_49.jpg,missing_part,old,unknown,False
3b060428bfcc949ca0c87a8b521bbc82,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143339_32.jpg,missing_part,old,unknown,False
8e3e50f9c858d7050a194103e0b8dbe9,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-105126_5.jpg,missing_part,old,unknown,False
94ec7c3dd2115189d541f55fdb3934fe,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-142941_1.jpg,missing_part,old,unknown,False
2be707ebb7e14cd6da5ce2aedf5fe4da,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-143021_6.jpg,missing_part,old,unknown,False
8d03b7f829e07f60bbf428c65617937a,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-140543_7.jpg,missing_part,old,unknown,False
bb2c0f55ec5b08369e3d6217009e0800,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110905_4.jpg,missing_part,old,unknown,False
823977d04d6471141a7c57c48dc25605,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095926_2.jpg,missing_part,old,unknown,False
e620083726af863d62889f0d523d13ea,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-085543_6.jpg,missing_part,old,unknown,False
49ab33f6c3f9c75eddfe3927fba2f97e,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110416_8.jpg,missing_part,old,unknown,False
f55e03bf6b6c9da2e97d1dbc5eb346d3,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095113_11.jpg,missing_part,old,unknown,False
1596e91692116a690eda6c8a047e6aa9,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143258_12.jpg,missing_part,old,unknown,False
d936c100ace7a3828286004d923c0ba8,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224220_1.jpg,missing_part,old,unknown,False
ff8171a51315856cad71c1f58b068cf4,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152919_14.jpg,missing_part,old,unknown,False
f4a3b365e7092fcdb092a87391a886ca,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224226_7.jpg,missing_part,old,unknown,False
9270ff28e661fdc74a3d4994d961698d,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095941_16.jpg,missing_part,old,unknown,False
52c821811f9150e8e9401ba93e967487,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110432_23.jpg,missing_part,old,unknown,False
0edf05b88ecd92d16163ace3fd1f7738,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152853_1.jpg,missing_part,old,unknown,False
9d1daa92d43e1392d05355ac909e442d,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095943_18.jpg,missing_part,old,unknown,False
ef2c575c6bb50a426327b27337272b61,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095925_1.jpg,missing_part,old,unknown,False
8d89d6f89dc1f79f25169527c4708100,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224216_8.jpg,missing_part,old,unknown,False
ae01599cd80dbeeafcc0c732a853a3aa,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095934_9.jpg,missing_part,old,unknown,False
6330e6a9583c5304c28c1801d1aee33d,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-084630_7.jpg,missing_part,old,unknown,False
c0cab1486faf53458730683befe3ea5e,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110408_0.jpg,missing_part,old,unknown,False
1912f77d5f4e6cb3317f67edcee4c055,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143244_5.jpg,missing_part,old,unknown,False
45fb649123891e189d7f5b551c50f44b,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-143017_4.jpg,missing_part,old,unknown,False
6386b3a9de0695750c7793ff9d5a0053,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-105859_6.jpg,missing_part,old,unknown,False
77ad65eef3a63c96b17e6ca0864a1a97,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-163011_2.jpg,missing_part,old,unknown,False
1f9ea0db5457d69dedaf918972c6e40e,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-105122_3.jpg,missing_part,old,unknown,False
a17be5bb48ece30f7b584c46a025badd,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-163009_0.jpg,missing_part,old,unknown,False
779969c580e482799b09abff97125c76,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152930_19.jpg,missing_part,old,unknown,False
942da028f0fbf45daad662130c38e05f,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152923_16.jpg,missing_part,old,unknown,False
76e4782149e68fff6dfde1c0944d6ae6,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095947_22.jpg,missing_part,old,unknown,False
a034c31037fbd54eb4272fc86d2bb579,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224053_2.jpg,missing_part,old,unknown,False
c69139aa1bad2c1c7362f36d997d0e7c,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-142953_7.jpg,missing_part,old,unknown,False
877aa1ed80b5a707c899f925d0e7dcb0,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-140538_2.jpg,missing_part,old,unknown,False
dfcac1135fea0a6491d67a0f44e5c1f2,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095102_0.jpg,missing_part,old,unknown,False
48e273d4f43ed45a74387353725df230,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110859_1.jpg,missing_part,old,unknown,False
3907ca3677ff901cc545f91ae3d773ae,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-163035_0.jpg,missing_part,old,unknown,False
def355fc2fdba7d37a25430c50178262,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-143009_0.jpg,missing_part,old,unknown,False
5d8b5a463bb53741b79db199099008c2,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-142955_8.jpg,missing_part,old,unknown,False
03096dc5fba0b81b7cf4435c94bc63b1,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250521-151105_4.jpg,missing_part,old,unknown,False
2cf2720f09c1db4f46be01915d48ea53,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143238_2.jpg,missing_part,old,unknown,False
c1ced66978866cb00a3618eb33d4a0a3,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224051_0.jpg,missing_part,old,unknown,False
a4cf16580f3dea82b1d1f96d2c73be4f,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152851_0.jpg,missing_part,old,unknown,False
ffc191b18b86a9604726602c616f3699,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095108_6.jpg,missing_part,old,unknown,False
47ffcadef53ad371a6ad36a22006b86c,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143343_34.jpg,missing_part,old,unknown,False
b1af22f8faf4499e8c34cb077a47481b,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-163038_3.jpg,missing_part,old,unknown,False
1b909f361cdd99f8154453a26b982aa1,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-084624_4.jpg,missing_part,old,unknown,False
1cae0d00b23af8870ca31763825492c6,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110427_18.jpg,missing_part,old,unknown,False
907fd9a35aecc99e1a479ada1fdf624f,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095119_17.jpg,missing_part,old,unknown,False
3b1bff7aed1e7cfba2bea9e02fcc5a4c,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143306_16.jpg,missing_part,old,unknown,False
7dd90d84ed7673917bd1e2e5980d7b02,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095110_8.jpg,missing_part,old,unknown,False
dc30c8c751a4ad05a15a2a0311bef217,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110857_0.jpg,missing_part,old,unknown,False
3d6f211ec9116748c0631614f02c18ca,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143417_51.jpg,missing_part,old,unknown,False
13d8cd4d5ea26e3a02df9c27750f3938,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250521-151107_5.jpg,missing_part,old,unknown,False
b515f1628b36925d75fbec11b82b1182,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143326_26.jpg,missing_part,old,unknown,False
54b2c6da868b15212def75e472996452,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110846_1.jpg,missing_part,old,unknown,False
ea6825ee2a4f60c3b23e2a7007a55599,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-140536_0.jpg,missing_part,old,unknown,False
2b6908d7704a4642d14896de734be5cc,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143324_25.jpg,missing_part,old,unknown,False
0489518c0d317bbcee7cfce6b237a859,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-105847_0.jpg,missing_part,old,unknown,False
32a005a8a940457244d809ee54f4665a,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224058_6.jpg,missing_part,old,unknown,False
5f22deda56ebc848d84bb6d980f82c66,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152905_7.jpg,missing_part,old,unknown,False
58691d8812c2c53100595069d3405fe2,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224227_8.jpg,missing_part,old,unknown,False
d3ec6019963111750c1db0cfc27177c9,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143242_4.jpg,missing_part,old,unknown,False
de1e8caecdf6d404510ab7aceca0f319,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250521-114528_0.jpg,missing_part,old,unknown,False
e17e756e51e51441692b8c310ffd7d20,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095103_1.jpg,missing_part,old,unknown,False
ad7fda8fad0b1e7e9ea084ea9a8457e1,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224223_4.jpg,missing_part,old,unknown,False
93b0f26be59f9c8990351bdd8a376338,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110409_1.jpg,missing_part,old,unknown,False
6de894b0947f56efff09fb9424cf49bd,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110415_7.jpg,missing_part,old,unknown,False
5ffa04e7df34b46c51310b0ec977037e,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250521-151113_8.jpg,missing_part,old,unknown,False
4620e5720117cd365a03e0112d0fae5f,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143423_54.jpg,missing_part,old,unknown,False
33f1b5489167755924f6fa59e7940fa9,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095936_11.jpg,missing_part,old,unknown,False
883c0e39d7e2df004d1b7efee2c0e28f,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143341_33.jpg,missing_part,old,unknown,False
5311eabfebf413bee3d7b07a31f69a8c,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224208_0.jpg,missing_part,old,unknown,False
a6796e6dfb2ab660672454fce6cc6cbd,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-142943_2.jpg,missing_part,old,unknown,False
2c2d8370f7bbcdc0a8ec1985ac40fbd5,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-085547_8.jpg,missing_part,old,unknown,False
6e9f17c21a64a1dd89bbcde0786ac548,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250521-151109_6.jpg,missing_part,old,unknown,False
b8777a0552a807192478b9006240b98d,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110429_20.jpg,missing_part,old,unknown,False
978cf81abe9405d010b2b83234b9ebca,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143318_22.jpg,missing_part,old,unknown,False
8d2105096944cb239ec901b80c71b2ac,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152926_17.jpg,missing_part,old,unknown,False
c472cd6ce5f96e443cf0f98597c6305c,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152855_2.jpg,missing_part,old,unknown,False
9f6c73a0ebb8ebbdfa1c68893eac9102,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250521-114535_3.jpg,missing_part,old,unknown,False
f92fcc92cd083bac95afa3722e55f847,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110903_3.jpg,missing_part,old,unknown,False
0f971e8799a69e24de87c93c2497e732,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-152913_11.jpg,missing_part,old,unknown,False
f83642450dd44344867818b90702b684,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095117_15.jpg,missing_part,old,unknown,False
d78300b3ffa85702caeef18076ad4f07,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-142949_5.jpg,missing_part,old,unknown,False
c35a0abd095021c3d7c0b038f8194a7b,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095120_18.jpg,missing_part,old,unknown,False
90ad4c7aacd5049b7360e482beced5b5,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143322_24.jpg,missing_part,old,unknown,False
e8b6304b083f7c4cadb1afc5f298bbeb,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110426_17.jpg,missing_part,old,unknown,False
98afc1bb5aca5313d237c0427859abda,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143310_18.jpg,missing_part,old,unknown,False
7d61f7a4e9a5abb102f5a41f18534b28,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20240617-224212_4.jpg,missing_part,old,unknown,False
82942e05e015a1583a4a7ef8772802ce,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-084634_9.jpg,missing_part,old,unknown,False
50c001ff7086cbd44295525c5e94db67,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143333_29.jpg,missing_part,old,unknown,False
1166d3aab761fbf27fe59abf4594debd,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095939_14.jpg,missing_part,old,unknown,False
ce8f3687e0e8277282690a026c404620,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-150316_6.jpg,missing_part,old,unknown,False
1093339c5b095e6297b402f3d74407b2,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-142957_9.jpg,missing_part,old,unknown,False
3e5c36671d2d4d7a8a27351448cedeba,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095105_3.jpg,missing_part,old,unknown,False
ac64fef88ff74cba4731c1aadab4d046,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250612-110430_21.jpg,missing_part,old,unknown,False
30f0c0ed9e2924aea16acaa5d47e1f7e,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-084626_5.jpg,missing_part,old,unknown,False
c782bf39471d1710899749d306cc6cea,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143302_14.jpg,missing_part,old,unknown,False
7c51da98a79069c629b26b6367a70018,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250514-143015_3.jpg,missing_part,old,unknown,False
9c2c21544aef9c438576712772653d83,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250603-143347_36.jpg,missing_part,old,unknown,False
15146561f5d27c6e11bd3cd78ec18570,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250630-095107_5.jpg,missing_part,old,unknown,False
13f9d045e9eccfb34b55bf6d161f0f88,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250707-163025_2.jpg,missing_part,old,unknown,False
b71759c84bd96dc07b1a67da4aa4d221,/srv/defectDetectionDataset/surface_baseline_no_empty/missing_part/20250516-110720_6.jpg,missing_part,old,unknown,False
