cluster_id,image_id,threshold,edge_mode,file_path,label,is_duplicate
0,b56345f90e6aba34a40ff79c00c4d29b,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250709-151059_6.jpg,NoDeficiencies,False
0,be089bd296cb59cc5da62616dadb1014,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250709-151101_8.jpg,NoDeficiencies,False
0,d34b4dda3154490cb84e881bcf1668a4,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250709-151058_5.jpg,NoDeficiencies,False
0,dafc917c91709397935f3c42f5cdd760,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250709-151115_5.jpg,Rust,False
0,dc759dc949558b162f6b5738e9aea091,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250709-151118_8.jpg,Rust,False
0,e786346510edc839be7da91c89ba2979,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250709-151652_7.jpg,NoDeficiencies,False
0,ea103f450c7c35cfe92bc67854e21edb,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250709-151056_3.jpg,NoDeficiencies,False
1,11fec327e1bfb0a72a413aaefe6e6c0a,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250514-143545_1.jpg,NoDeficiencies,False
1,2c09ecd9a8dba5577acb1a06028d82be,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143356_7.jpg,Waterstains,False
1,2c93235eff24aabe6e929caa9f705bf1,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250514-143559_8.jpg,NoDeficiencies,False
1,2d189f2a13076c83ad01a997039ea55e,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143433_7.jpg,Waterstains,False
1,352396b757d19dff3112b3f554e39d54,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143419_0.jpg,Waterstains,False
1,38b498491d89839b7c8176e0d32cf6ee,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250514-143555_6.jpg,NoDeficiencies,False
1,4ed0b46cd8a9698c62279915c75741e8,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143421_1.jpg,Waterstains,False
1,511a1f3dcde610c0f6f8a83a36f46a9d,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143358_8.jpg,Waterstains,False
1,5ca38dec60e626e3992f7cef308290cc,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143454_0.jpg,Waterstains,False
1,614df641adb8fb98373785ccb6c0f8d1,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143346_2.jpg,Waterstains,False
1,6e24dc13a81541d822f7158dfc9c877f,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250514-143328_8.jpg,NoDeficiencies,False
1,776b4a21a66ef26c079601dfc980ce97,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143435_8.jpg,Waterstains,False
1,83085844e87412100d0b86a62bf9f5be,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143456_1.jpg,Waterstains,False
1,9ca5232c3fcf8a4e488a516b718be860,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143342_0.jpg,Waterstains,False
1,ad2757e69098dabe0458695677181b01,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250514-143601_9.jpg,NoDeficiencies,False
1,b6e6704fa65cefd5712232ba46418d27,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143344_1.jpg,Waterstains,False
1,c1bb173b94dd36dae0f7925929d78d7d,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250514-143437_9.jpg,Waterstains,False
1,f145dbf4e7bb0dec4bf3d030be122de3,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250514-143553_5.jpg,NoDeficiencies,False
1,fd410aad86a41e6951c0f4b6a3548aa3,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250514-143318_3.jpg,NoDeficiencies,False
2,026c813a4842702fdb283dcf29b1fe35,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151925_6.jpg,Bent,False
2,169b38b50492f0790f5b548ba816ce8b,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151926_7.jpg,Bent,False
2,243c4b439d334f95f12b8d6a585fdcec,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151927_8.jpg,Bent,False
2,282956fdf3e76d75074170d67f812796,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151938_18.jpg,Bent,False
2,286199bb02f1a26f2fdd165cda2c9646,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151929_10.jpg,Bent,False
2,2900aa7b49b779a561cdb1c081576f06,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151922_3.jpg,Bent,False
2,329f3475994fc7a024ac70353c44e1af,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151923_4.jpg,Bent,False
2,511ac60d7ebae2fd6f4dc572e241770c,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151935_15.jpg,Bent,False
2,57b6ae295e152e0c5bc0d151c9c91ab2,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151920_1.jpg,Bent,False
2,65a5c315b1b258b5134d7211ffe8c504,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151930_11.jpg,Bent,False
2,6da16c68ab4d650dfda8e051328aea46,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151928_9.jpg,Bent,False
2,6fd1a344a77832cc3a358e9c37bdc179,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151933_13.jpg,Bent,False
2,b91a3469036b475dd24535324377ebaf,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151934_14.jpg,Bent,False
2,c186036b38f632410db169dfd9e87b3f,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151924_5.jpg,Bent,False
2,c278314061ce6071f5f5f04c65543188,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151931_12.jpg,Bent,False
2,ceeaceb8953678e5b6fcea5e0e4abf6f,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151936_16.jpg,Bent,False
2,d6eda2f7b89c03488964f8cf3ee26b10,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151937_17.jpg,Bent,False
2,d82dc9467e5b5cce57f3fd121f1b256b,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Bent/20250521-151921_2.jpg,Bent,False
3,149dd41868b0e5467bac012c753c9bf3,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160027_12.jpg,NoDeficiencies,False
3,1ae0f524720e72bd6f6e604d82cc5a82,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160017_2.jpg,NoDeficiencies,False
3,216c2a64bb3650f88dd0634bc353d35d,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160029_14.jpg,NoDeficiencies,False
3,282ffacc5c75255c90df8bc94099f1df,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160019_4.jpg,NoDeficiencies,False
3,51873b2f12d43466d575395f346ec394,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160028_13.jpg,NoDeficiencies,False
3,584a039e503a18bcc73dabdf54c833dc,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160026_11.jpg,NoDeficiencies,False
3,5b20d48560472fbac3ab476120af4fbf,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160023_8.jpg,NoDeficiencies,False
3,784e16849526ead1ef4ec7a200c8da16,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160018_3.jpg,NoDeficiencies,False
3,a73c25b339400bf4943317ac15fb3dc8,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160021_6.jpg,NoDeficiencies,False
3,a9d28c21776bcf3fb61f3ebc051470b0,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160031_16.jpg,NoDeficiencies,False
3,ac24006d1baffa4a3bcd62d33af94784,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160022_7.jpg,NoDeficiencies,False
3,b087b4b876539b87126ea7a54e5dd998,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160025_10.jpg,NoDeficiencies,False
3,c1659508218b42b6ae4b7486c9a4eb58,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160030_15.jpg,NoDeficiencies,False
3,c87188c8d8f21060c2b9f43e6c5a29f9,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160033_18.jpg,NoDeficiencies,False
3,d186bdffe6cbab382ddf65228f49badd,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160032_17.jpg,NoDeficiencies,False
3,d408a7ff296a39b9269aba840f77d248,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160024_9.jpg,NoDeficiencies,False
3,d497f8b8686b0a28f88c662bbd649fe4,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250506-160020_5.jpg,NoDeficiencies,False
4,11e48787e5a7c613d7848d284aa22827,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150851_1.jpg,NoDeficiencies,False
4,2de453dd0a1090d0a04461e9c5cff0dd,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150905_8.jpg,NoDeficiencies,False
4,37f36e9e6f685d60f2ed260a4c45ff2f,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150823_0.jpg,NoDeficiencies,False
4,38135a61c35105dc6ed2727217ab5384,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150855_3.jpg,NoDeficiencies,False
4,45d4225c06fbbe9034ec835f9d131b2c,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150838_7.jpg,NoDeficiencies,False
4,5bf31e65e6db1df5defe7a7547cd1957,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150857_4.jpg,NoDeficiencies,False
4,6654d1f3d54e7688677f300f7ff4d37f,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150840_8.jpg,NoDeficiencies,False
4,75826ede01b11af043d715a545e6cd77,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150836_6.jpg,NoDeficiencies,False
4,7d6968a1be1c2eb7435387aa3c17e348,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150859_5.jpg,NoDeficiencies,False
4,84535ac9d939115304d9c04c91ef580d,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150842_9.jpg,NoDeficiencies,False
4,95c431a7944a17f6bf9887520a3528f3,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150831_4.jpg,NoDeficiencies,False
4,a0f3c2e414c233e3f5b42385cafac043,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150853_2.jpg,NoDeficiencies,False
4,a387db5959210db29e3d6df684064b75,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150825_1.jpg,NoDeficiencies,False
4,c887a5aec3c50342f49bc4fc2f86ac38,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150827_2.jpg,NoDeficiencies,False
4,ef425da2a606f517685d713a49218de3,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150903_7.jpg,NoDeficiencies,False
4,f66c72d5fb7920b42daf03a310edefb2,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150907_9.jpg,NoDeficiencies,False
4,fb2b712aad805bac7bf6d8b3033acf99,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/NoDeficiencies/20250516-150834_5.jpg,NoDeficiencies,False
5,14c7b009a4e91de1d1036c719df683c6,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110528_5.jpg,Rust,False
5,264dded3e7e11787f9c179fdefbb9e89,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110533_10.jpg,Rust,False
5,394c0c96004610464d5c2c8e9ae2fd40,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110538_15.jpg,Rust,False
5,51178e80e03972ce7ba28912321783c7,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110539_16.jpg,Rust,False
5,6413b093e788184f34a71f54fc72e454,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110532_9.jpg,Rust,False
5,65439a0ac22ab5d9534f32991882ce05,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110525_3.jpg,Rust,False
5,81debb752fd98e505b71fc8ba2440ca3,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110535_12.jpg,Rust,False
5,8867f979f6fe4e541b0b0525c86e74ba,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110531_8.jpg,Rust,False
5,c1538ebbb069d415d922ea1e9d254b92,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110524_2.jpg,Rust,False
5,c51606b93c2dcfeca46d833a33208458,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110522_0.jpg,Rust,False
5,c580e0e6c86beacacb77e022ee91654b,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110536_13.jpg,Rust,False
5,dba45aebc8c02fc3b5bfa715e5aac000,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110529_6.jpg,Rust,False
5,e77a5c2d19bc45988b41997a9fda2793,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110527_4.jpg,Rust,False
5,ef03c22e119148df273986042384ee50,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110537_14.jpg,Rust,False
5,f77770c808533ead3af812bf5b8bdf29,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110534_11.jpg,Rust,False
5,fa85776ec6bd11079dce505ba4374f4c,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250513-110530_7.jpg,Rust,False
6,30af00a68ec8658631ee40677d7081e2,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112447_2.jpg,Waterstains,False
6,62b721e5b8aa1479dfe651eb877c469f,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112544_57.jpg,Waterstains,False
6,644fe829159b50b35f5b1f17a2fb2fab,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112542_55.jpg,Waterstains,False
6,68cba2dfe2335c5c4af551e4f93151bf,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112448_3.jpg,Waterstains,False
6,7556ba2aa8e1784a127c5b70db0f725f,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112512_26.jpg,Waterstains,False
6,828597578a3e8d09bd4d4cd48014745a,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112543_56.jpg,Waterstains,False
6,8e575866a9da098030407c98b6ace644,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112540_54.jpg,Waterstains,False
6,9222ae69148a27a8210f57d3ce5459c7,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112545_58.jpg,Waterstains,False
6,951da7b3fa7bc61eb2b625525a9d2a8a,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112449_4.jpg,Waterstains,False
6,a55a468801f0879003244c7ebcad565c,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112600_73.jpg,Waterstains,False
6,bd2ab02c392df7a6ee708e22f9b269fd,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112513_27.jpg,Waterstains,False
6,d1322537e228ea02c8781740403b6959,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112457_12.jpg,Waterstains,False
6,d401a08728fb5907b32aa5c8da061dc8,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112559_72.jpg,Waterstains,False
6,d697ba26593d1538b6c33ac9c31be381,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112446_1.jpg,Waterstains,False
6,e7d0f22c8c8b7a2422137c819b193666,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250612-112445_0.jpg,Waterstains,False
7,1526fa5cf20778bc61289629e3790a78,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-110203_5.jpg,Cracked,False
7,37156889aff94448545af3d8c0a2368d,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105741_1.jpg,Cracked,False
7,40b56aad04676edf10ad0255119c3a08,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105739_0.jpg,Cracked,False
7,475a8982a624741ee82bb514b3bc36b9,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105812_8.jpg,Cracked,True
7,475a8982a624741ee82bb514b3bc36b9,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250516-105812_8.jpg,Waterstains,True
7,63631981b558a5a74f0ff1edcde17d64,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105804_4.jpg,Cracked,True
7,63631981b558a5a74f0ff1edcde17d64,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250516-105804_4.jpg,Waterstains,True
7,77cd88293e1b75a1f39c159783de7ead,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105810_7.jpg,Cracked,True
7,77cd88293e1b75a1f39c159783de7ead,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250516-105810_7.jpg,Waterstains,True
7,7884ec5ecd07b96dfd871c7eca92a27e,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105800_2.jpg,Cracked,False
7,7dbc30859c3fd9d32546d8eed4a131fe,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105808_6.jpg,Cracked,False
7,836b9de6846ffce588eecf70d8d1283b,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105743_2.jpg,Cracked,False
7,851c11bef63ec978f6b1fdce08cda2cb,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105814_9.jpg,Cracked,True
7,851c11bef63ec978f6b1fdce08cda2cb,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250516-105814_9.jpg,Waterstains,True
7,86e03ea3c99d05e9aba9af1cb091f0fe,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-110201_4.jpg,Cracked,False
7,e440d2737710cc3c03ced403319e30ee,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105806_5.jpg,Cracked,True
7,e440d2737710cc3c03ced403319e30ee,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Waterstains/20250516-105806_5.jpg,Waterstains,True
7,e7770c5d9390e1d50e4ced724ede369e,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-110205_6.jpg,Cracked,False
7,f4dd8bbf8eca6186735d8286dfea8ff9,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Cracked/20250516-105758_1.jpg,Cracked,False
8,12c5db9edc1ed38d24ff6d6d31a33ece,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141234_3.jpg,UnknownStains,False
8,17061a773bc70dbb50bb64539483ee85,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141238_7.jpg,UnknownStains,False
8,1d56e2562f29fea2a0836c2c8b846578,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141248_3.jpg,UnknownStains,False
8,2171534af4b3ae26ecc570c6527b3642,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141237_6.jpg,UnknownStains,False
8,3737c073087d2db3e8dc284993ab27e4,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141235_4.jpg,UnknownStains,False
8,424cb72cae3c5c2dc1d8783aa54226e6,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141246_1.jpg,UnknownStains,False
8,711bc236ab303f4b14047efab4634054,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141247_2.jpg,UnknownStains,False
8,7194b8039e04da8cd1b5c1300ffbfc32,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141231_0.jpg,UnknownStains,False
8,bb45db89023eab0de8ea442f42d5971e,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141233_2.jpg,UnknownStains,False
8,c87d6acedf6e0342686714305e33ff6b,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141240_8.jpg,UnknownStains,False
8,cc9200dc535f8d803b25c5c9367b8260,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141249_4.jpg,UnknownStains,False
8,d6a6b691397db092a5f0a3e273a6cd8e,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141232_1.jpg,UnknownStains,False
8,ec6443a2ba399424fb2a153327a66750,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141245_0.jpg,UnknownStains,False
8,f9b47379f8b2cd431706e585908478f2,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/UnknownStains/20250707-141236_5.jpg,UnknownStains,False
9,01815b0f4a184c0ea644a304c654fdda,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250707-162938_4.jpg,Rust,False
9,21c4bcd586824081fa01f35470517b91,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250707-162951_2.jpg,Rust,False
9,29443c09a3618d7254a6cc9ef3c73be3,0.995,mutual,/srv/defectDetectionDataset/multiclassClassification/baseline/Rust/20250707-162940_5.jpg,Rust,False
